dataset = MNIST
model = SortMLPModel(depth=5,width=5120,scalar=True,dropout=0.75,identity_val=10.0)
loss = mixture(lam0=0.02,lam_end=0.0002)
p_start = 8.0
p_end = 1000.0
eps_train = 0.45
eps_test = 0.3
eps_smooth = 0.4
epochs = 0,0,100,1450,1500
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 1
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(28, 28), padding=1)
    ToTensor()
    Normalize(mean=[0.1307], std=[0.3081])
)
SortMLPModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=784, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(in_features=5120, out_features=10, bias=True)
  )
)
number of params:  82708491
Epoch 772:  train loss 0.0553   train acc 0.9909   worst 0.7326   lr 0.0095   p 88.49   eps 1.4606   mix 0.0020   time 14.33
Epoch 773:  train loss 0.0569   train acc 0.9897   worst 0.7323   lr 0.0095   p 88.81   eps 1.4606   mix 0.0020   time 14.39
Epoch 774:  train loss 0.0564   train acc 0.9898   worst 0.7332   lr 0.0095   p 89.12   eps 1.4606   mix 0.0020   time 14.24
Epoch 775:  train loss 0.0558   train acc 0.9899   worst 0.7356   lr 0.0095   p 89.44   eps 1.4606   mix 0.0020   time 14.24
Epoch 776:  train loss 0.0561   train acc 0.9902   worst 0.7322   lr 0.0095   p 89.76   eps 1.4606   mix 0.0020   time 14.24
Epoch 777:  train loss 0.0562   train acc 0.9905   worst 0.7296   lr 0.0094   p 90.08   eps 1.4606   mix 0.0020   time 14.15
Epoch 778:  train loss 0.0562   train acc 0.9898   worst 0.7344   lr 0.0094   p 90.41   eps 1.4606   mix 0.0020   time 14.22
Epoch 779:  train loss 0.0563   train acc 0.9902   worst 0.7342   lr 0.0094   p 90.73   eps 1.4606   mix 0.0020   time 14.18
Epoch 780:  train loss 0.0561   train acc 0.9899   worst 0.7332   lr 0.0094   p 91.06   eps 1.4606   mix 0.0020   time 14.30
Epoch 781:  train loss 0.0564   train acc 0.9898   worst 0.7305   lr 0.0094   p 91.38   eps 1.4606   mix 0.0020   time 14.37
Epoch 782:  train loss 0.0568   train acc 0.9900   worst 0.7291   lr 0.0093   p 91.71   eps 1.4606   mix 0.0020   time 14.25
Epoch 783:  train loss 0.0565   train acc 0.9899   worst 0.7300   lr 0.0093   p 92.04   eps 1.4606   mix 0.0019   time 14.22
Epoch 784:  train loss 0.0562   train acc 0.9900   worst 0.7331   lr 0.0093   p 92.37   eps 1.4606   mix 0.0019   time 14.34
Epoch 785:  train loss 0.0560   train acc 0.9898   worst 0.7299   lr 0.0093   p 92.70   eps 1.4606   mix 0.0019   time 14.26
Epoch 786:  train loss 0.0571   train acc 0.9892   worst 0.7274   lr 0.0092   p 93.03   eps 1.4606   mix 0.0019   time 14.64
Epoch 787:  train loss 0.0564   train acc 0.9905   worst 0.7303   lr 0.0092   p 93.37   eps 1.4606   mix 0.0019   time 14.25
Epoch 788:  train loss 0.0565   train acc 0.9898   worst 0.7317   lr 0.0092   p 93.70   eps 1.4606   mix 0.0019   time 14.31
Epoch 789:  train loss 0.0564   train acc 0.9899   worst 0.7280   lr 0.0092   p 94.04   eps 1.4606   mix 0.0019   time 14.30
Epoch 790:  train loss 0.0570   train acc 0.9903   worst 0.7287   lr 0.0092   p 94.37   eps 1.4606   mix 0.0019   time 14.39
Epoch 791:  train loss 0.0573   train acc 0.9897   worst 0.7258   lr 0.0091   p 94.71   eps 1.4606   mix 0.0019   time 14.19
Epoch 792:  train loss 0.0576   train acc 0.9903   worst 0.7267   lr 0.0091   p 95.05   eps 1.4606   mix 0.0019   time 14.22
Epoch 793:  train loss 0.0569   train acc 0.9903   worst 0.7267   lr 0.0091   p 95.39   eps 1.4606   mix 0.0019   time 14.26
Epoch 794:  train loss 0.0569   train acc 0.9901   worst 0.7262   lr 0.0091   p 95.73   eps 1.4606   mix 0.0019   time 14.22
Epoch 795:  train loss 0.0575   train acc 0.9899   worst 0.7246   lr 0.0091   p 96.07   eps 1.4606   mix 0.0019   time 14.22
Epoch 796:  train loss 0.0569   train acc 0.9900   worst 0.7249   lr 0.0090   p 96.42   eps 1.4606   mix 0.0019   time 14.44
Epoch 797:  train loss 0.0578   train acc 0.9901   worst 0.7227   lr 0.0090   p 96.76   eps 1.4606   mix 0.0019   time 14.16
Epoch 798:  train loss 0.0574   train acc 0.9897   worst 0.7245   lr 0.0090   p 97.11   eps 1.4606   mix 0.0018   time 14.24
Epoch 799:  train loss 0.0572   train acc 0.9899   worst 0.7251   lr 0.0090   p 97.46   eps 1.4606   mix 0.0018   time 14.30
Epoch 800:  train loss 0.0574   train acc 0.9898   worst 0.7214   lr 0.0090   p 97.81   eps 1.4606   mix 0.0018   time 14.25
Epoch 801:  train loss 0.0573   train acc 0.9899   worst 0.7236   lr 0.0089   p 98.16   eps 1.4606   mix 0.0018   time 14.26
Epoch 802:  train loss 0.0568   train acc 0.9901   worst 0.7253   lr 0.0089   p 98.51   eps 1.4606   mix 0.0018   time 14.29
Epoch 803:  train loss 0.0568   train acc 0.9903   worst 0.7257   lr 0.0089   p 98.86   eps 1.4606   mix 0.0018   time 14.34
Epoch 804:  train loss 0.0573   train acc 0.9902   worst 0.7227   lr 0.0089   p 99.22   eps 1.4606   mix 0.0018   time 14.23
Epoch 805:  train loss 0.0571   train acc 0.9901   worst 0.7240   lr 0.0089   p 99.57   eps 1.4606   mix 0.0018   time 14.32
Epoch 806:  train loss 0.0577   train acc 0.9902   worst 0.7186   lr 0.0088   p 99.93   eps 1.4606   mix 0.0018   time 14.14
Epoch 807:  train loss 0.0575   train acc 0.9902   worst 0.7234   lr 0.0088   p 100.29   eps 1.4606   mix 0.0018   time 14.19
Epoch 808:  train loss 0.0576   train acc 0.9897   worst 0.7233   lr 0.0088   p 100.65   eps 1.4606   mix 0.0018   time 14.31
Epoch 809:  train loss 0.0577   train acc 0.9897   worst 0.7238   lr 0.0088   p 101.01   eps 1.4606   mix 0.0018   time 14.21
Epoch 810:  train loss 0.0579   train acc 0.9898   worst 0.7206   lr 0.0087   p 101.37   eps 1.4606   mix 0.0018   time 14.27
Epoch 811:  train loss 0.0578   train acc 0.9900   worst 0.7180   lr 0.0087   p 101.73   eps 1.4606   mix 0.0018   time 14.30
Epoch 812:  train loss 0.0573   train acc 0.9902   worst 0.7211   lr 0.0087   p 102.10   eps 1.4606   mix 0.0018   time 14.38
Epoch 813:  train loss 0.0592   train acc 0.9891   worst 0.7218   lr 0.0087   p 102.46   eps 1.4606   mix 0.0018   time 14.22
Epoch 814:  train loss 0.0578   train acc 0.9900   worst 0.7195   lr 0.0087   p 102.83   eps 1.4606   mix 0.0018   time 14.59
Epoch 815:  train loss 0.0582   train acc 0.9896   worst 0.7161   lr 0.0086   p 103.20   eps 1.4606   mix 0.0017   time 14.23
Epoch 816:  train loss 0.0575   train acc 0.9899   worst 0.7198   lr 0.0086   p 103.57   eps 1.4606   mix 0.0017   time 14.19
Epoch 817:  train loss 0.0578   train acc 0.9901   worst 0.7188   lr 0.0086   p 103.94   eps 1.4606   mix 0.0017   time 14.38
Epoch 818:  train loss 0.0583   train acc 0.9898   worst 0.7161   lr 0.0086   p 104.31   eps 1.4606   mix 0.0017   time 14.29
Epoch 819:  train loss 0.0594   train acc 0.9895   worst 0.7174   lr 0.0086   p 104.69   eps 1.4606   mix 0.0017   time 14.65
Epoch 820:  train loss 0.0581   train acc 0.9900   worst 0.7145   lr 0.0085   p 105.06   eps 1.4606   mix 0.0017   time 14.25
Epoch 821:  train loss 0.0585   train acc 0.9895   worst 0.7156   lr 0.0085   p 105.44   eps 1.4606   mix 0.0017   time 14.27
Epoch 822:  train loss 0.0583   train acc 0.9897   worst 0.7175   lr 0.0085   p 105.82   eps 1.4606   mix 0.0017   time 14.39
Epoch 823:  train loss 0.0592   train acc 0.9893   worst 0.7149   lr 0.0085   p 106.19   eps 1.4606   mix 0.0017   time 14.88
Epoch 824:  train loss 0.0584   train acc 0.9906   worst 0.7182   lr 0.0085   p 106.57   eps 1.4606   mix 0.0017   time 14.97
Epoch 825:  train loss 0.0588   train acc 0.9896   worst 0.7171   lr 0.0084   p 106.96   eps 1.4606   mix 0.0017   time 14.40
Epoch 826:  train loss 0.0582   train acc 0.9904   worst 0.7155   lr 0.0084   p 107.34   eps 1.4606   mix 0.0017   time 14.35
Epoch 827:  train loss 0.0584   train acc 0.9900   worst 0.7149   lr 0.0084   p 107.72   eps 1.4606   mix 0.0017   time 14.23
Epoch 828:  train loss 0.0576   train acc 0.9903   worst 0.7158   lr 0.0084   p 108.11   eps 1.4606   mix 0.0017   time 14.26
Epoch 829:  train loss 0.0587   train acc 0.9897   worst 0.7125   lr 0.0084   p 108.50   eps 1.4606   mix 0.0017   time 14.59
Epoch 830:  train loss 0.0583   train acc 0.9900   worst 0.7157   lr 0.0083   p 108.89   eps 1.4606   mix 0.0017   time 14.32
Epoch 831:  train loss 0.0587   train acc 0.9902   worst 0.7181   lr 0.0083   p 109.28   eps 1.4606   mix 0.0017   time 14.43
Epoch 832:  train loss 0.0590   train acc 0.9895   worst 0.7122   lr 0.0083   p 109.67   eps 1.4606   mix 0.0016   time 14.26
Epoch 833:  train loss 0.0590   train acc 0.9899   worst 0.7103   lr 0.0083   p 110.06   eps 1.4606   mix 0.0016   time 14.20
Epoch 834:  train loss 0.0599   train acc 0.9892   worst 0.7082   lr 0.0082   p 110.46   eps 1.4606   mix 0.0016   time 15.08
Epoch 835:  train loss 0.0586   train acc 0.9898   worst 0.7105   lr 0.0082   p 110.85   eps 1.4606   mix 0.0016   time 14.25
Epoch 836:  train loss 0.0592   train acc 0.9899   worst 0.7118   lr 0.0082   p 111.25   eps 1.4606   mix 0.0016   time 14.18
Epoch 837:  train loss 0.0595   train acc 0.9893   worst 0.7095   lr 0.0082   p 111.65   eps 1.4606   mix 0.0016   time 14.31
Epoch 838:  train loss 0.0593   train acc 0.9897   worst 0.7080   lr 0.0082   p 112.05   eps 1.4606   mix 0.0016   time 14.90
Epoch 839:  train loss 0.0587   train acc 0.9899   worst 0.7097   lr 0.0081   p 112.45   eps 1.4606   mix 0.0016   time 14.41
Epoch 840:  train loss 0.0596   train acc 0.9898   worst 0.7079   lr 0.0081   p 112.85   eps 1.4606   mix 0.0016   time 14.24
Epoch 841:  train loss 0.0602   train acc 0.9896   worst 0.7093   lr 0.0081   p 113.26   eps 1.4606   mix 0.0016   time 14.27
Epoch 842:  train loss 0.0595   train acc 0.9892   worst 0.7047   lr 0.0081   p 113.66   eps 1.4606   mix 0.0016   time 14.21
Epoch 843:  train loss 0.0588   train acc 0.9899   worst 0.7084   lr 0.0081   p 114.07   eps 1.4606   mix 0.0016   time 14.39
Epoch 844:  train loss 0.0593   train acc 0.9903   worst 0.7074   lr 0.0080   p 114.48   eps 1.4606   mix 0.0016   time 14.25
Epoch 845:  train loss 0.0585   train acc 0.9902   worst 0.7127   lr 0.0080   p 114.89   eps 1.4606   mix 0.0016   time 14.24
Epoch 846:  train loss 0.0598   train acc 0.9899   worst 0.7090   lr 0.0080   p 115.30   eps 1.4606   mix 0.0016   time 14.27
Epoch 847:  train loss 0.0597   train acc 0.9901   worst 0.7049   lr 0.0080   p 115.71   eps 1.4606   mix 0.0016   time 14.26
Epoch 848:  train loss 0.0594   train acc 0.9894   worst 0.7058   lr 0.0080   p 116.13   eps 1.4606   mix 0.0016   time 14.20
Epoch 849:  train loss 0.0597   train acc 0.9896   worst 0.7103   lr 0.0079   p 116.54   eps 1.4606   mix 0.0016   time 14.35
Epoch 850:  train loss 0.0595   train acc 0.9900   worst 0.7086   lr 0.0079   p 116.96   eps 1.4606   mix 0.0015   time 14.20
Epoch 851:  train loss 0.0589   train acc 0.9901   worst 0.7056   lr 0.0079   p 117.38   eps 1.4606   mix 0.0015   time 14.17
Epoch 852:  train loss 0.0588   train acc 0.9897   worst 0.7097   lr 0.0079   p 117.80   eps 1.4606   mix 0.0015   time 14.25
Epoch 853:  train loss 0.0594   train acc 0.9898   worst 0.7070   lr 0.0079   p 118.22   eps 1.4606   mix 0.0015   time 14.13
Epoch 854:  train loss 0.0593   train acc 0.9900   worst 0.7078   lr 0.0078   p 118.65   eps 1.4606   mix 0.0015   time 14.27
Epoch 855:  train loss 0.0593   train acc 0.9895   worst 0.7067   lr 0.0078   p 119.07   eps 1.4606   mix 0.0015   time 14.20
Epoch 856:  train loss 0.0592   train acc 0.9900   worst 0.7076   lr 0.0078   p 119.50   eps 1.4606   mix 0.0015   time 14.30
Epoch 857:  train loss 0.0605   train acc 0.9894   worst 0.6982   lr 0.0078   p 119.93   eps 1.4606   mix 0.0015   time 14.15
Epoch 858:  train loss 0.0598   train acc 0.9896   worst 0.7064   lr 0.0078   p 120.36   eps 1.4606   mix 0.0015   time 14.28
Epoch 859:  train loss 0.0601   train acc 0.9901   worst 0.7014   lr 0.0077   p 120.79   eps 1.4606   mix 0.0015   time 14.29
Epoch 860:  train loss 0.0602   train acc 0.9896   worst 0.7015   lr 0.0077   p 121.22   eps 1.4606   mix 0.0015   time 14.24
Epoch 861:  train loss 0.0602   train acc 0.9897   worst 0.7063   lr 0.0077   p 121.65   eps 1.4606   mix 0.0015   time 14.25
Epoch 862:  train loss 0.0604   train acc 0.9900   worst 0.7014   lr 0.0077   p 122.09   eps 1.4606   mix 0.0015   time 14.24
Epoch 863:  train loss 0.0597   train acc 0.9898   worst 0.7083   lr 0.0077   p 122.53   eps 1.4606   mix 0.0015   time 14.26
Epoch 864:  train loss 0.0597   train acc 0.9900   worst 0.6971   lr 0.0076   p 122.97   eps 1.4606   mix 0.0015   time 14.30
Epoch 865:  train loss 0.0599   train acc 0.9896   worst 0.7026   lr 0.0076   p 123.41   eps 1.4606   mix 0.0015   time 14.15
Epoch 866:  train loss 0.0597   train acc 0.9899   worst 0.7036   lr 0.0076   p 123.85   eps 1.4606   mix 0.0015   time 14.25
Epoch 867:  train loss 0.0602   train acc 0.9897   worst 0.6992   lr 0.0076   p 124.29   eps 1.4606   mix 0.0015   time 14.31
Epoch 868:  train loss 0.0604   train acc 0.9896   worst 0.7041   lr 0.0076   p 124.74   eps 1.4606   mix 0.0015   time 14.28
Epoch 869:  train loss 0.0598   train acc 0.9898   worst 0.7045   lr 0.0075   p 125.18   eps 1.4606   mix 0.0015   time 14.17
Epoch 870:  train loss 0.0606   train acc 0.9899   worst 0.6977   lr 0.0075   p 125.63   eps 1.4606   mix 0.0014   time 14.23
Epoch 871:  train loss 0.0600   train acc 0.9898   worst 0.7006   lr 0.0075   p 126.08   eps 1.4606   mix 0.0014   time 14.32
Epoch 872:  train loss 0.0597   train acc 0.9897   worst 0.7010   lr 0.0075   p 126.54   eps 1.4606   mix 0.0014   time 14.27
Epoch 873:  train loss 0.0603   train acc 0.9899   worst 0.6973   lr 0.0075   p 126.99   eps 1.4606   mix 0.0014   time 14.35
Epoch 874:  train loss 0.0608   train acc 0.9893   worst 0.6963   lr 0.0074   p 127.44   eps 1.4606   mix 0.0014   time 14.21
Epoch 875:  train loss 0.0609   train acc 0.9899   worst 0.6950   lr 0.0074   p 127.90   eps 1.4606   mix 0.0014   time 14.28
Epoch 876:  train loss 0.0620   train acc 0.9884   worst 0.6932   lr 0.0074   p 128.36   eps 1.4606   mix 0.0014   time 14.28
Epoch 877:  train loss 0.0601   train acc 0.9901   worst 0.7012   lr 0.0074   p 128.82   eps 1.4606   mix 0.0014   time 14.28
Epoch 878:  train loss 0.0605   train acc 0.9891   worst 0.6974   lr 0.0074   p 129.28   eps 1.4606   mix 0.0014   time 14.20
Epoch 879:  train loss 0.0608   train acc 0.9891   worst 0.6990   lr 0.0073   p 129.74   eps 1.4606   mix 0.0014   time 14.30
Epoch 880:  train loss 0.0610   train acc 0.9895   worst 0.6966   lr 0.0073   p 130.21   eps 1.4606   mix 0.0014   time 14.35
Epoch 881:  train loss 0.0604   train acc 0.9898   worst 0.6937   lr 0.0073   p 130.67   eps 1.4606   mix 0.0014   time 14.26
Epoch 882:  train loss 0.0604   train acc 0.9890   worst 0.6979   lr 0.0073   p 131.14   eps 1.4606   mix 0.0014   time 14.39
Epoch 883:  train loss 0.0611   train acc 0.9894   worst 0.6945   lr 0.0073   p 131.61   eps 1.4606   mix 0.0014   time 14.13
Epoch 884:  train loss 0.0600   train acc 0.9901   worst 0.6957   lr 0.0072   p 132.08   eps 1.4606   mix 0.0014   time 14.48
Epoch 885:  train loss 0.0608   train acc 0.9894   worst 0.6997   lr 0.0072   p 132.56   eps 1.4606   mix 0.0014   time 14.26
Epoch 886:  train loss 0.0617   train acc 0.9893   worst 0.6916   lr 0.0072   p 133.03   eps 1.4606   mix 0.0014   time 14.22
Epoch 887:  train loss 0.0606   train acc 0.9899   worst 0.6980   lr 0.0072   p 133.51   eps 1.4606   mix 0.0014   time 14.14
Epoch 888:  train loss 0.0615   train acc 0.9894   worst 0.6936   lr 0.0071   p 133.99   eps 1.4606   mix 0.0014   time 14.15
Epoch 889:  train loss 0.0610   train acc 0.9896   worst 0.6949   lr 0.0071   p 134.47   eps 1.4606   mix 0.0014   time 14.28
Epoch 890:  train loss 0.0612   train acc 0.9897   worst 0.6927   lr 0.0071   p 134.95   eps 1.4606   mix 0.0014   time 14.18
Epoch 891:  train loss 0.0613   train acc 0.9899   worst 0.6927   lr 0.0071   p 135.43   eps 1.4606   mix 0.0013   time 14.33
Epoch 892:  train loss 0.0607   train acc 0.9898   worst 0.6895   lr 0.0071   p 135.92   eps 1.4606   mix 0.0013   time 14.26
Epoch 893:  train loss 0.0605   train acc 0.9897   worst 0.6945   lr 0.0070   p 136.41   eps 1.4606   mix 0.0013   time 14.30
Epoch 894:  train loss 0.0613   train acc 0.9895   worst 0.6959   lr 0.0070   p 136.89   eps 1.4606   mix 0.0013   time 14.26
Epoch 895:  train loss 0.0616   train acc 0.9891   worst 0.6870   lr 0.0070   p 137.38   eps 1.4606   mix 0.0013   time 14.16
Epoch 896:  train loss 0.0619   train acc 0.9892   worst 0.6908   lr 0.0070   p 137.88   eps 1.4606   mix 0.0013   time 14.37
Epoch 897:  train loss 0.0613   train acc 0.9897   worst 0.6934   lr 0.0070   p 138.37   eps 1.4606   mix 0.0013   time 14.24
Epoch 898:  train loss 0.0614   train acc 0.9896   worst 0.6895   lr 0.0069   p 138.87   eps 1.4606   mix 0.0013   time 14.35
Epoch 899:  train loss 0.0608   train acc 0.9895   worst 0.6919   lr 0.0069   p 139.36   eps 1.4606   mix 0.0013   time 14.23
Epoch 900:  train loss 0.0617   train acc 0.9895   worst 0.6895   lr 0.0069   p 139.86   eps 1.4606   mix 0.0013   time 14.27
Epoch 901:  train loss 0.0608   train acc 0.9900   worst 0.6930   lr 0.0069   p 140.36   eps 1.4606   mix 0.0013   time 14.19
Epoch 902:  train loss 0.0623   train acc 0.9896   worst 0.6904   lr 0.0069   p 140.87   eps 1.4606   mix 0.0013   time 14.17
Epoch 903:  train loss 0.0612   train acc 0.9896   worst 0.6913   lr 0.0069   p 141.37   eps 1.4606   mix 0.0013   time 14.27
Epoch 904:  train loss 0.0624   train acc 0.9895   worst 0.6827   lr 0.0068   p 141.88   eps 1.4606   mix 0.0013   time 14.20
Epoch 905:  train loss 0.0613   train acc 0.9902   worst 0.6885   lr 0.0068   p 142.39   eps 1.4606   mix 0.0013   time 14.32
Epoch 906:  train loss 0.0611   train acc 0.9896   worst 0.6926   lr 0.0068   p 142.90   eps 1.4606   mix 0.0013   time 14.26
Epoch 907:  train loss 0.0615   train acc 0.9894   worst 0.6864   lr 0.0068   p 143.41   eps 1.4606   mix 0.0013   time 14.24
Epoch 908:  train loss 0.0617   train acc 0.9894   worst 0.6856   lr 0.0068   p 143.92   eps 1.4606   mix 0.0013   time 14.29
Epoch 909:  train loss 0.0625   train acc 0.9894   worst 0.6843   lr 0.0067   p 144.44   eps 1.4606   mix 0.0013   time 14.21
Epoch 910:  train loss 0.0617   train acc 0.9890   worst 0.6852   lr 0.0067   p 144.96   eps 1.4606   mix 0.0013   time 14.32
Epoch 911:  train loss 0.0611   train acc 0.9894   worst 0.6902   lr 0.0067   p 145.48   eps 1.4606   mix 0.0013   time 14.12
Epoch 912:  train loss 0.0616   train acc 0.9894   worst 0.6880   lr 0.0067   p 146.00   eps 1.4606   mix 0.0013   time 14.30
Epoch 913:  train loss 0.0623   train acc 0.9889   worst 0.6830   lr 0.0067   p 146.52   eps 1.4606   mix 0.0012   time 14.23
Epoch 914:  train loss 0.0621   train acc 0.9895   worst 0.6883   lr 0.0066   p 147.04   eps 1.4606   mix 0.0012   time 14.24
Epoch 915:  train loss 0.0614   train acc 0.9893   worst 0.6804   lr 0.0066   p 147.57   eps 1.4606   mix 0.0012   time 14.18
Epoch 916:  train loss 0.0615   train acc 0.9903   worst 0.6819   lr 0.0066   p 148.10   eps 1.4606   mix 0.0012   time 14.18
Epoch 917:  train loss 0.0626   train acc 0.9891   worst 0.6829   lr 0.0066   p 148.63   eps 1.4606   mix 0.0012   time 14.29
Epoch 918:  train loss 0.0619   train acc 0.9896   worst 0.6891   lr 0.0066   p 149.16   eps 1.4606   mix 0.0012   time 14.12
Epoch 919:  train loss 0.0616   train acc 0.9896   worst 0.6849   lr 0.0065   p 149.70   eps 1.4606   mix 0.0012   time 14.30
Epoch 920:  train loss 0.0616   train acc 0.9899   worst 0.6876   lr 0.0065   p 150.23   eps 1.4606   mix 0.0012   time 14.13
Epoch 921:  train loss 0.0618   train acc 0.9895   worst 0.6876   lr 0.0065   p 150.77   eps 1.4606   mix 0.0012   time 14.20
Epoch 922:  train loss 0.0627   train acc 0.9895   worst 0.6784   lr 0.0065   p 151.31   eps 1.4606   mix 0.0012   time 14.23
Epoch 923:  train loss 0.0624   train acc 0.9898   worst 0.6859   lr 0.0065   p 151.85   eps 1.4606   mix 0.0012   time 14.27
Epoch 924:  train loss 0.0620   train acc 0.9894   worst 0.6818   lr 0.0064   p 152.40   eps 1.4606   mix 0.0012   time 14.18
Epoch 925:  train loss 0.0625   train acc 0.9894   worst 0.6845   lr 0.0064   p 152.94   eps 1.4606   mix 0.0012   time 14.33
Epoch 926:  train loss 0.0619   train acc 0.9895   worst 0.6790   lr 0.0064   p 153.49   eps 1.4606   mix 0.0012   time 14.21
Epoch 927:  train loss 0.0625   train acc 0.9897   worst 0.6800   lr 0.0064   p 154.04   eps 1.4606   mix 0.0012   time 14.38
Epoch 928:  train loss 0.0628   train acc 0.9890   worst 0.6748   lr 0.0064   p 154.59   eps 1.4606   mix 0.0012   time 14.12
Epoch 929:  train loss 0.0615   train acc 0.9900   worst 0.6843   lr 0.0063   p 155.15   eps 1.4606   mix 0.0012   time 14.25
Epoch 930:  train loss 0.0625   train acc 0.9897   worst 0.6823   lr 0.0063   p 155.70   eps 1.4606   mix 0.0012   time 14.19
Epoch 931:  train loss 0.0621   train acc 0.9899   worst 0.6838   lr 0.0063   p 156.26   eps 1.4606   mix 0.0012   time 14.11
Epoch 932:  train loss 0.0621   train acc 0.9898   worst 0.6816   lr 0.0063   p 156.82   eps 1.4606   mix 0.0012   time 14.13
Epoch 933:  train loss 0.0631   train acc 0.9886   worst 0.6837   lr 0.0063   p 157.38   eps 1.4606   mix 0.0012   time 14.18
Epoch 934:  train loss 0.0621   train acc 0.9897   worst 0.6836   lr 0.0062   p 157.95   eps 1.4606   mix 0.0012   time 14.22
Epoch 935:  train loss 0.0619   train acc 0.9897   worst 0.6830   lr 0.0062   p 158.51   eps 1.4606   mix 0.0012   time 14.10
Epoch 936:  train loss 0.0632   train acc 0.9891   worst 0.6761   lr 0.0062   p 159.08   eps 1.4606   mix 0.0012   time 14.24
Epoch 937:  train loss 0.0624   train acc 0.9891   worst 0.6766   lr 0.0062   p 159.65   eps 1.4606   mix 0.0012   time 14.22
Epoch 938:  train loss 0.0629   train acc 0.9893   worst 0.6802   lr 0.0062   p 160.22   eps 1.4606   mix 0.0011   time 14.22
Epoch 939:  train loss 0.0629   train acc 0.9896   worst 0.6801   lr 0.0061   p 160.80   eps 1.4606   mix 0.0011   time 14.26
Epoch 940:  train loss 0.0628   train acc 0.9894   worst 0.6771   lr 0.0061   p 161.37   eps 1.4606   mix 0.0011   time 14.22
Epoch 941:  train loss 0.0628   train acc 0.9893   worst 0.6748   lr 0.0061   p 161.95   eps 1.4606   mix 0.0011   time 14.87
Epoch 942:  train loss 0.0626   train acc 0.9893   worst 0.6796   lr 0.0061   p 162.53   eps 1.4606   mix 0.0011   time 14.30
Epoch 943:  train loss 0.0628   train acc 0.9900   worst 0.6757   lr 0.0061   p 163.11   eps 1.4606   mix 0.0011   time 14.12
Epoch 944:  train loss 0.0634   train acc 0.9893   worst 0.6760   lr 0.0060   p 163.70   eps 1.4606   mix 0.0011   time 14.30
Epoch 945:  train loss 0.0623   train acc 0.9896   worst 0.6817   lr 0.0060   p 164.29   eps 1.4606   mix 0.0011   time 14.14
Epoch 946:  train loss 0.0636   train acc 0.9895   worst 0.6776   lr 0.0060   p 164.87   eps 1.4606   mix 0.0011   time 14.15
Epoch 947:  train loss 0.0628   train acc 0.9896   worst 0.6763   lr 0.0060   p 165.47   eps 1.4606   mix 0.0011   time 14.17
Epoch 948:  train loss 0.0633   train acc 0.9893   worst 0.6757   lr 0.0060   p 166.06   eps 1.4606   mix 0.0011   time 14.20
Epoch 949:  train loss 0.0635   train acc 0.9889   worst 0.6771   lr 0.0060   p 166.65   eps 1.4606   mix 0.0011   time 14.25
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 949:  clean acc 0.9911   certified acc 0.9407   time 45.23
Calculating metrics for SortNet on test set
Epoch 949:  clean acc 0.9847   certified acc 0.9299   time 7.28
Epoch 950:  train loss 0.0632   train acc 0.9893   worst 0.6723   lr 0.0059   p 167.25   eps 1.4606   mix 0.0011   time 14.20
Epoch 951:  train loss 0.0633   train acc 0.9892   worst 0.6757   lr 0.0059   p 167.85   eps 1.4606   mix 0.0011   time 14.17
Epoch 952:  train loss 0.0635   train acc 0.9896   worst 0.6742   lr 0.0059   p 168.45   eps 1.4606   mix 0.0011   time 14.22
Epoch 953:  train loss 0.0626   train acc 0.9896   worst 0.6754   lr 0.0059   p 169.05   eps 1.4606   mix 0.0011   time 14.28
Epoch 954:  train loss 0.0639   train acc 0.9896   worst 0.6711   lr 0.0059   p 169.66   eps 1.4606   mix 0.0011   time 14.19
Epoch 955:  train loss 0.0635   train acc 0.9890   worst 0.6699   lr 0.0058   p 170.27   eps 1.4606   mix 0.0011   time 14.16
Epoch 956:  train loss 0.0635   train acc 0.9892   worst 0.6764   lr 0.0058   p 170.88   eps 1.4606   mix 0.0011   time 14.30
Epoch 957:  train loss 0.0633   train acc 0.9895   worst 0.6729   lr 0.0058   p 171.49   eps 1.4606   mix 0.0011   time 14.32
Epoch 958:  train loss 0.0644   train acc 0.9893   worst 0.6698   lr 0.0058   p 172.10   eps 1.4606   mix 0.0011   time 14.13
Epoch 959:  train loss 0.0635   train acc 0.9894   worst 0.6722   lr 0.0058   p 172.72   eps 1.4606   mix 0.0011   time 14.24
