dataset = MNIST
model = SortMLPModel(depth=5,width=5120,scalar=True,dropout=0.7,identity_val=10.0)
loss = mixture(lam0=0.1,lam_end=0.001)
p_start = 8.0
p_end = 1000.0
eps_train = 0.3
eps_test = 0.1
eps_smooth = 0.4
epochs = 0,0,100,1450,1500
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 3
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(28, 28), padding=1)
    ToTensor()
    Normalize(mean=[0.1307], std=[0.3081])
)
SortMLPModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=784, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(in_features=5120, out_features=10, bias=True)
  )
)
number of params:  82708491
Epoch 0:  train loss 0.9702   train acc 0.4360   worst 0.0580   lr 0.0200   p 8.00   eps 0.9737   mix 0.1000   time 8.84
Epoch 1140:  train loss 0.0226   train acc 0.9958   worst 0.9107   lr 0.0027   p 329.98   eps 0.9737   mix 0.0029   time 27.11
Epoch 1141:  train loss 0.0227   train acc 0.9954   worst 0.9101   lr 0.0027   p 331.16   eps 0.9737   mix 0.0029   time 27.11
Epoch 1142:  train loss 0.0230   train acc 0.9956   worst 0.9106   lr 0.0027   p 332.35   eps 0.9737   mix 0.0029   time 28.03
Epoch 1143:  train loss 0.0227   train acc 0.9960   worst 0.9102   lr 0.0027   p 333.54   eps 0.9737   mix 0.0028   time 27.29
Epoch 1144:  train loss 0.0227   train acc 0.9955   worst 0.9107   lr 0.0027   p 334.73   eps 0.9737   mix 0.0028   time 26.94
Epoch 1145:  train loss 0.0224   train acc 0.9959   worst 0.9119   lr 0.0026   p 335.93   eps 0.9737   mix 0.0028   time 27.33
Epoch 1146:  train loss 0.0236   train acc 0.9952   worst 0.9097   lr 0.0026   p 337.14   eps 0.9737   mix 0.0028   time 27.03
Epoch 1147:  train loss 0.0228   train acc 0.9959   worst 0.9103   lr 0.0026   p 338.35   eps 0.9737   mix 0.0028   time 27.32
Epoch 1148:  train loss 0.0223   train acc 0.9958   worst 0.9118   lr 0.0026   p 339.56   eps 0.9737   mix 0.0028   time 27.20
Epoch 1149:  train loss 0.0229   train acc 0.9955   worst 0.9098   lr 0.0026   p 340.77   eps 0.9737   mix 0.0028   time 27.10
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 1149:  clean acc 0.9967   certified acc 0.9946   time 97.95
Calculating metrics for SortNet on test set
Epoch 1149:  clean acc 0.9893   certified acc 0.9800   time 14.94
Epoch 1150:  train loss 0.0229   train acc 0.9956   worst 0.9104   lr 0.0026   p 342.00   eps 0.9737   mix 0.0028   time 27.14
Epoch 1151:  train loss 0.0228   train acc 0.9956   worst 0.9100   lr 0.0026   p 343.22   eps 0.9737   mix 0.0028   time 27.07
Epoch 1152:  train loss 0.0218   train acc 0.9960   worst 0.9125   lr 0.0025   p 344.45   eps 0.9737   mix 0.0028   time 27.21
Epoch 1153:  train loss 0.0223   train acc 0.9959   worst 0.9103   lr 0.0025   p 345.68   eps 0.9737   mix 0.0028   time 26.40
Epoch 1154:  train loss 0.0227   train acc 0.9954   worst 0.9101   lr 0.0025   p 346.92   eps 0.9737   mix 0.0027   time 27.27
Epoch 1155:  train loss 0.0230   train acc 0.9955   worst 0.9099   lr 0.0025   p 348.17   eps 0.9737   mix 0.0027   time 27.37
Epoch 1156:  train loss 0.0223   train acc 0.9958   worst 0.9106   lr 0.0025   p 349.41   eps 0.9737   mix 0.0027   time 27.32
Epoch 1157:  train loss 0.0223   train acc 0.9958   worst 0.9108   lr 0.0025   p 350.67   eps 0.9737   mix 0.0027   time 26.86
Epoch 1158:  train loss 0.0224   train acc 0.9955   worst 0.9116   lr 0.0025   p 351.92   eps 0.9737   mix 0.0027   time 27.10
Epoch 1159:  train loss 0.0231   train acc 0.9954   worst 0.9115   lr 0.0024   p 353.18   eps 0.9737   mix 0.0027   time 27.84
Epoch 1160:  train loss 0.0225   train acc 0.9957   worst 0.9103   lr 0.0024   p 354.45   eps 0.9737   mix 0.0027   time 27.11
Epoch 1161:  train loss 0.0230   train acc 0.9954   worst 0.9108   lr 0.0024   p 355.72   eps 0.9737   mix 0.0027   time 26.29
Epoch 1162:  train loss 0.0227   train acc 0.9959   worst 0.9097   lr 0.0024   p 356.99   eps 0.9737   mix 0.0027   time 27.12
Epoch 1163:  train loss 0.0227   train acc 0.9957   worst 0.9115   lr 0.0024   p 358.27   eps 0.9737   mix 0.0027   time 27.90
Epoch 1164:  train loss 0.0219   train acc 0.9960   worst 0.9127   lr 0.0024   p 359.56   eps 0.9737   mix 0.0027   time 27.66
Epoch 1165:  train loss 0.0227   train acc 0.9955   worst 0.9109   lr 0.0024   p 360.84   eps 0.9737   mix 0.0026   time 29.47
Epoch 1166:  train loss 0.0224   train acc 0.9957   worst 0.9123   lr 0.0023   p 362.14   eps 0.9737   mix 0.0026   time 29.51
Epoch 1167:  train loss 0.0225   train acc 0.9958   worst 0.9121   lr 0.0023   p 363.43   eps 0.9737   mix 0.0026   time 29.38
Epoch 1168:  train loss 0.0226   train acc 0.9959   worst 0.9106   lr 0.0023   p 364.74   eps 0.9737   mix 0.0026   time 28.88
Epoch 1169:  train loss 0.0227   train acc 0.9957   worst 0.9099   lr 0.0023   p 366.04   eps 0.9737   mix 0.0026   time 27.51
Epoch 1170:  train loss 0.0226   train acc 0.9959   worst 0.9107   lr 0.0023   p 367.35   eps 0.9737   mix 0.0026   time 27.28
Epoch 1171:  train loss 0.0226   train acc 0.9959   worst 0.9099   lr 0.0023   p 368.67   eps 0.9737   mix 0.0026   time 27.33
Epoch 1172:  train loss 0.0223   train acc 0.9957   worst 0.9116   lr 0.0023   p 369.99   eps 0.9737   mix 0.0026   time 27.20
Epoch 1173:  train loss 0.0227   train acc 0.9956   worst 0.9105   lr 0.0023   p 371.32   eps 0.9737   mix 0.0026   time 27.20
Epoch 1174:  train loss 0.0227   train acc 0.9957   worst 0.9116   lr 0.0022   p 372.65   eps 0.9737   mix 0.0026   time 27.30
Epoch 1175:  train loss 0.0222   train acc 0.9959   worst 0.9112   lr 0.0022   p 373.98   eps 0.9737   mix 0.0026   time 27.39
Epoch 1176:  train loss 0.0224   train acc 0.9955   worst 0.9125   lr 0.0022   p 375.32   eps 0.9737   mix 0.0025   time 27.72
Epoch 1177:  train loss 0.0224   train acc 0.9956   worst 0.9120   lr 0.0022   p 376.67   eps 0.9737   mix 0.0025   time 27.40
Epoch 1178:  train loss 0.0224   train acc 0.9955   worst 0.9105   lr 0.0022   p 378.02   eps 0.9737   mix 0.0025   time 27.29
Epoch 1179:  train loss 0.0228   train acc 0.9955   worst 0.9119   lr 0.0022   p 379.37   eps 0.9737   mix 0.0025   time 27.41
Epoch 1180:  train loss 0.0222   train acc 0.9959   worst 0.9121   lr 0.0022   p 380.73   eps 0.9737   mix 0.0025   time 27.39
Epoch 1181:  train loss 0.0218   train acc 0.9962   worst 0.9125   lr 0.0022   p 382.09   eps 0.9737   mix 0.0025   time 27.47
Epoch 1182:  train loss 0.0222   train acc 0.9957   worst 0.9109   lr 0.0021   p 383.46   eps 0.9737   mix 0.0025   time 26.83
Epoch 1183:  train loss 0.0221   train acc 0.9956   worst 0.9125   lr 0.0021   p 384.84   eps 0.9737   mix 0.0025   time 27.35
Epoch 1184:  train loss 0.0224   train acc 0.9956   worst 0.9118   lr 0.0021   p 386.22   eps 0.9737   mix 0.0025   time 27.27
Epoch 1185:  train loss 0.0221   train acc 0.9957   worst 0.9122   lr 0.0021   p 387.60   eps 0.9737   mix 0.0025   time 27.76
Epoch 1186:  train loss 0.0230   train acc 0.9954   worst 0.9103   lr 0.0021   p 388.99   eps 0.9737   mix 0.0025   time 27.80
Epoch 1187:  train loss 0.0221   train acc 0.9958   worst 0.9123   lr 0.0021   p 390.38   eps 0.9737   mix 0.0025   time 28.05
Epoch 1188:  train loss 0.0225   train acc 0.9957   worst 0.9114   lr 0.0021   p 391.78   eps 0.9737   mix 0.0024   time 27.85
Epoch 1189:  train loss 0.0224   train acc 0.9957   worst 0.9116   lr 0.0020   p 393.19   eps 0.9737   mix 0.0024   time 27.62
Epoch 1190:  train loss 0.0221   train acc 0.9956   worst 0.9132   lr 0.0020   p 394.59   eps 0.9737   mix 0.0024   time 27.50
Epoch 1191:  train loss 0.0223   train acc 0.9955   worst 0.9129   lr 0.0020   p 396.01   eps 0.9737   mix 0.0024   time 27.51
Epoch 1192:  train loss 0.0225   train acc 0.9958   worst 0.9121   lr 0.0020   p 397.43   eps 0.9737   mix 0.0024   time 27.31
Epoch 1193:  train loss 0.0230   train acc 0.9950   worst 0.9122   lr 0.0020   p 398.85   eps 0.9737   mix 0.0024   time 27.27
Epoch 1194:  train loss 0.0227   train acc 0.9956   worst 0.9111   lr 0.0020   p 400.28   eps 0.9737   mix 0.0024   time 27.07
Epoch 1195:  train loss 0.0220   train acc 0.9962   worst 0.9113   lr 0.0020   p 401.71   eps 0.9737   mix 0.0024   time 27.29
Epoch 1196:  train loss 0.0223   train acc 0.9959   worst 0.9112   lr 0.0020   p 403.15   eps 0.9737   mix 0.0024   time 27.16
Epoch 1197:  train loss 0.0219   train acc 0.9962   worst 0.9115   lr 0.0019   p 404.60   eps 0.9737   mix 0.0024   time 27.34
Epoch 1198:  train loss 0.0220   train acc 0.9957   worst 0.9129   lr 0.0019   p 406.05   eps 0.9737   mix 0.0024   time 26.83
Epoch 1199:  train loss 0.0219   train acc 0.9960   worst 0.9137   lr 0.0019   p 407.50   eps 0.9737   mix 0.0024   time 27.43
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 1199:  clean acc 0.9969   certified acc 0.9944   time 97.59
Calculating metrics for SortNet on test set
Epoch 1199:  clean acc 0.9901   certified acc 0.9799   time 15.91
Epoch 1200:  train loss 0.0225   train acc 0.9958   worst 0.9122   lr 0.0019   p 408.96   eps 0.9737   mix 0.0023   time 27.13
Epoch 1201:  train loss 0.0226   train acc 0.9957   worst 0.9102   lr 0.0019   p 410.43   eps 0.9737   mix 0.0023   time 27.08
Epoch 1202:  train loss 0.0222   train acc 0.9956   worst 0.9136   lr 0.0019   p 411.90   eps 0.9737   mix 0.0023   time 26.97
Epoch 1203:  train loss 0.0221   train acc 0.9957   worst 0.9137   lr 0.0019   p 413.37   eps 0.9737   mix 0.0023   time 26.50
Epoch 1204:  train loss 0.0221   train acc 0.9958   worst 0.9132   lr 0.0019   p 414.86   eps 0.9737   mix 0.0023   time 27.12
Epoch 1205:  train loss 0.0222   train acc 0.9959   worst 0.9116   lr 0.0018   p 416.34   eps 0.9737   mix 0.0023   time 27.45
Epoch 1206:  train loss 0.0221   train acc 0.9960   worst 0.9123   lr 0.0018   p 417.83   eps 0.9737   mix 0.0023   time 27.16
Epoch 1207:  train loss 0.0219   train acc 0.9957   worst 0.9129   lr 0.0018   p 419.33   eps 0.9737   mix 0.0023   time 27.27
Epoch 1208:  train loss 0.0219   train acc 0.9961   worst 0.9134   lr 0.0018   p 420.83   eps 0.9737   mix 0.0023   time 26.95
Epoch 1209:  train loss 0.0223   train acc 0.9959   worst 0.9126   lr 0.0018   p 422.34   eps 0.9737   mix 0.0023   time 27.19
Epoch 1210:  train loss 0.0220   train acc 0.9956   worst 0.9124   lr 0.0018   p 423.85   eps 0.9737   mix 0.0023   time 27.39
Epoch 1211:  train loss 0.0223   train acc 0.9960   worst 0.9131   lr 0.0018   p 425.37   eps 0.9737   mix 0.0023   time 27.05
Epoch 1212:  train loss 0.0222   train acc 0.9958   worst 0.9132   lr 0.0018   p 426.90   eps 0.9737   mix 0.0023   time 27.12
Epoch 1213:  train loss 0.0228   train acc 0.9956   worst 0.9119   lr 0.0018   p 428.43   eps 0.9737   mix 0.0022   time 27.18
Epoch 1214:  train loss 0.0218   train acc 0.9961   worst 0.9133   lr 0.0017   p 429.96   eps 0.9737   mix 0.0022   time 28.47
Epoch 1215:  train loss 0.0221   train acc 0.9959   worst 0.9125   lr 0.0017   p 431.50   eps 0.9737   mix 0.0022   time 29.45
Epoch 1216:  train loss 0.0226   train acc 0.9953   worst 0.9133   lr 0.0017   p 433.05   eps 0.9737   mix 0.0022   time 29.47
Epoch 1217:  train loss 0.0228   train acc 0.9954   worst 0.9111   lr 0.0017   p 434.60   eps 0.9737   mix 0.0022   time 29.43
Epoch 1218:  train loss 0.0228   train acc 0.9957   worst 0.9130   lr 0.0017   p 436.16   eps 0.9737   mix 0.0022   time 28.22
Epoch 1219:  train loss 0.0221   train acc 0.9956   worst 0.9122   lr 0.0017   p 437.72   eps 0.9737   mix 0.0022   time 27.05
Epoch 1220:  train loss 0.0222   train acc 0.9958   worst 0.9119   lr 0.0017   p 439.29   eps 0.9737   mix 0.0022   time 27.19
Epoch 1221:  train loss 0.0223   train acc 0.9958   worst 0.9121   lr 0.0017   p 440.86   eps 0.9737   mix 0.0022   time 27.00
Epoch 1222:  train loss 0.0225   train acc 0.9957   worst 0.9119   lr 0.0016   p 442.44   eps 0.9737   mix 0.0022   time 27.31
Epoch 1223:  train loss 0.0222   train acc 0.9957   worst 0.9132   lr 0.0016   p 444.03   eps 0.9737   mix 0.0022   time 26.54
Epoch 1224:  train loss 0.0221   train acc 0.9958   worst 0.9130   lr 0.0016   p 445.62   eps 0.9737   mix 0.0022   time 27.22
Epoch 1225:  train loss 0.0223   train acc 0.9957   worst 0.9112   lr 0.0016   p 447.21   eps 0.9737   mix 0.0022   time 27.22
Epoch 1226:  train loss 0.0222   train acc 0.9957   worst 0.9131   lr 0.0016   p 448.82   eps 0.9737   mix 0.0021   time 27.02
Epoch 1227:  train loss 0.0219   train acc 0.9957   worst 0.9132   lr 0.0016   p 450.42   eps 0.9737   mix 0.0021   time 26.72
Epoch 1228:  train loss 0.0218   train acc 0.9959   worst 0.9132   lr 0.0016   p 452.04   eps 0.9737   mix 0.0021   time 27.27
Epoch 1229:  train loss 0.0221   train acc 0.9956   worst 0.9140   lr 0.0016   p 453.66   eps 0.9737   mix 0.0021   time 27.26
Epoch 1230:  train loss 0.0224   train acc 0.9956   worst 0.9126   lr 0.0016   p 455.28   eps 0.9737   mix 0.0021   time 27.17
Epoch 1231:  train loss 0.0222   train acc 0.9957   worst 0.9114   lr 0.0015   p 456.91   eps 0.9737   mix 0.0021   time 26.36
Epoch 1232:  train loss 0.0222   train acc 0.9958   worst 0.9122   lr 0.0015   p 458.55   eps 0.9737   mix 0.0021   time 27.30
Epoch 1233:  train loss 0.0220   train acc 0.9958   worst 0.9120   lr 0.0015   p 460.19   eps 0.9737   mix 0.0021   time 27.22
Epoch 1234:  train loss 0.0224   train acc 0.9955   worst 0.9133   lr 0.0015   p 461.84   eps 0.9737   mix 0.0021   time 27.21
Epoch 1235:  train loss 0.0220   train acc 0.9958   worst 0.9127   lr 0.0015   p 463.50   eps 0.9737   mix 0.0021   time 27.34
Epoch 1236:  train loss 0.0218   train acc 0.9959   worst 0.9135   lr 0.0015   p 465.16   eps 0.9737   mix 0.0021   time 27.28
Epoch 1237:  train loss 0.0225   train acc 0.9952   worst 0.9130   lr 0.0015   p 466.83   eps 0.9737   mix 0.0021   time 27.29
Epoch 1238:  train loss 0.0218   train acc 0.9958   worst 0.9143   lr 0.0015   p 468.50   eps 0.9737   mix 0.0021   time 27.13
Epoch 1239:  train loss 0.0218   train acc 0.9962   worst 0.9132   lr 0.0015   p 470.18   eps 0.9737   mix 0.0021   time 27.12
Epoch 1240:  train loss 0.0221   train acc 0.9957   worst 0.9142   lr 0.0014   p 471.86   eps 0.9737   mix 0.0020   time 27.47
Epoch 1241:  train loss 0.0227   train acc 0.9951   worst 0.9106   lr 0.0014   p 473.55   eps 0.9737   mix 0.0020   time 27.29
Epoch 1242:  train loss 0.0222   train acc 0.9960   worst 0.9123   lr 0.0014   p 475.25   eps 0.9737   mix 0.0020   time 27.45
Epoch 1243:  train loss 0.0219   train acc 0.9959   worst 0.9133   lr 0.0014   p 476.95   eps 0.9737   mix 0.0020   time 27.11
Epoch 1244:  train loss 0.0217   train acc 0.9958   worst 0.9137   lr 0.0014   p 478.66   eps 0.9737   mix 0.0020   time 27.45
Epoch 1245:  train loss 0.0221   train acc 0.9959   worst 0.9134   lr 0.0014   p 480.37   eps 0.9737   mix 0.0020   time 27.28
Epoch 1246:  train loss 0.0221   train acc 0.9960   worst 0.9135   lr 0.0014   p 482.10   eps 0.9737   mix 0.0020   time 27.26
Epoch 1247:  train loss 0.0223   train acc 0.9961   worst 0.9118   lr 0.0014   p 483.82   eps 0.9737   mix 0.0020   time 27.13
Epoch 1248:  train loss 0.0216   train acc 0.9959   worst 0.9133   lr 0.0014   p 485.56   eps 0.9737   mix 0.0020   time 27.07
Epoch 1249:  train loss 0.0221   train acc 0.9959   worst 0.9120   lr 0.0014   p 487.30   eps 0.9737   mix 0.0020   time 27.16
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 1249:  clean acc 0.9972   certified acc 0.9947   time 98.57
Calculating metrics for SortNet on test set
Epoch 1249:  clean acc 0.9899   certified acc 0.9804   time 15.50
Epoch 1250:  train loss 0.0219   train acc 0.9963   worst 0.9138   lr 0.0013   p 489.04   eps 0.9737   mix 0.0020   time 27.33
Epoch 1251:  train loss 0.0216   train acc 0.9958   worst 0.9137   lr 0.0013   p 490.79   eps 0.9737   mix 0.0020   time 27.32
Epoch 1252:  train loss 0.0223   train acc 0.9957   worst 0.9120   lr 0.0013   p 492.55   eps 0.9737   mix 0.0020   time 28.05
Epoch 1253:  train loss 0.0221   train acc 0.9953   worst 0.9136   lr 0.0013   p 494.32   eps 0.9737   mix 0.0020   time 27.38
Epoch 1254:  train loss 0.0224   train acc 0.9960   worst 0.9120   lr 0.0013   p 496.09   eps 0.9737   mix 0.0020   time 27.11
Epoch 1255:  train loss 0.0215   train acc 0.9961   worst 0.9142   lr 0.0013   p 497.87   eps 0.9737   mix 0.0019   time 27.21
Epoch 1256:  train loss 0.0223   train acc 0.9956   worst 0.9132   lr 0.0013   p 499.65   eps 0.9737   mix 0.0019   time 27.81
Epoch 1257:  train loss 0.0214   train acc 0.9960   worst 0.9139   lr 0.0013   p 501.44   eps 0.9737   mix 0.0019   time 28.77
Epoch 1258:  train loss 0.0226   train acc 0.9957   worst 0.9120   lr 0.0013   p 503.24   eps 0.9737   mix 0.0019   time 27.95
Epoch 1259:  train loss 0.0227   train acc 0.9952   worst 0.9117   lr 0.0012   p 505.04   eps 0.9737   mix 0.0019   time 27.89
Epoch 1260:  train loss 0.0214   train acc 0.9959   worst 0.9149   lr 0.0012   p 506.85   eps 0.9737   mix 0.0019   time 27.58
Epoch 1261:  train loss 0.0219   train acc 0.9960   worst 0.9133   lr 0.0012   p 508.67   eps 0.9737   mix 0.0019   time 27.93
Epoch 1262:  train loss 0.0220   train acc 0.9959   worst 0.9129   lr 0.0012   p 510.49   eps 0.9737   mix 0.0019   time 27.95
Epoch 1263:  train loss 0.0217   train acc 0.9959   worst 0.9136   lr 0.0012   p 512.32   eps 0.9737   mix 0.0019   time 27.81
Epoch 1264:  train loss 0.0226   train acc 0.9957   worst 0.9140   lr 0.0012   p 514.15   eps 0.9737   mix 0.0019   time 29.31
Epoch 1265:  train loss 0.0225   train acc 0.9952   worst 0.9133   lr 0.0012   p 516.00   eps 0.9737   mix 0.0019   time 29.36
Epoch 1266:  train loss 0.0215   train acc 0.9955   worst 0.9151   lr 0.0012   p 517.84   eps 0.9737   mix 0.0019   time 30.14
Epoch 1267:  train loss 0.0220   train acc 0.9954   worst 0.9137   lr 0.0012   p 519.70   eps 0.9737   mix 0.0019   time 29.08
Epoch 1268:  train loss 0.0219   train acc 0.9959   worst 0.9139   lr 0.0012   p 521.56   eps 0.9737   mix 0.0019   time 27.83
Epoch 1269:  train loss 0.0215   train acc 0.9958   worst 0.9139   lr 0.0011   p 523.43   eps 0.9737   mix 0.0019   time 26.09
Epoch 1270:  train loss 0.0218   train acc 0.9958   worst 0.9138   lr 0.0011   p 525.31   eps 0.9737   mix 0.0018   time 27.13
Epoch 1271:  train loss 0.0219   train acc 0.9957   worst 0.9150   lr 0.0011   p 527.19   eps 0.9737   mix 0.0018   time 27.23
Epoch 1272:  train loss 0.0225   train acc 0.9955   worst 0.9134   lr 0.0011   p 529.08   eps 0.9737   mix 0.0018   time 27.29
Epoch 1273:  train loss 0.0224   train acc 0.9955   worst 0.9130   lr 0.0011   p 530.97   eps 0.9737   mix 0.0018   time 27.22
Epoch 1274:  train loss 0.0222   train acc 0.9956   worst 0.9124   lr 0.0011   p 532.87   eps 0.9737   mix 0.0018   time 27.35
Epoch 1275:  train loss 0.0226   train acc 0.9955   worst 0.9130   lr 0.0011   p 534.78   eps 0.9737   mix 0.0018   time 27.90
Epoch 1276:  train loss 0.0218   train acc 0.9958   worst 0.9127   lr 0.0011   p 536.70   eps 0.9737   mix 0.0018   time 27.23
Epoch 1277:  train loss 0.0216   train acc 0.9958   worst 0.9153   lr 0.0011   p 538.62   eps 0.9737   mix 0.0018   time 27.27
Epoch 1278:  train loss 0.0226   train acc 0.9953   worst 0.9130   lr 0.0011   p 540.55   eps 0.9737   mix 0.0018   time 27.19
Epoch 1279:  train loss 0.0218   train acc 0.9957   worst 0.9138   lr 0.0011   p 542.49   eps 0.9737   mix 0.0018   time 27.38
Epoch 1280:  train loss 0.0223   train acc 0.9956   worst 0.9138   lr 0.0010   p 544.43   eps 0.9737   mix 0.0018   time 27.30
Epoch 1281:  train loss 0.0219   train acc 0.9958   worst 0.9141   lr 0.0010   p 546.38   eps 0.9737   mix 0.0018   time 27.17
Epoch 1282:  train loss 0.0220   train acc 0.9956   worst 0.9140   lr 0.0010   p 548.34   eps 0.9737   mix 0.0018   time 27.31
Epoch 1283:  train loss 0.0220   train acc 0.9955   worst 0.9140   lr 0.0010   p 550.31   eps 0.9737   mix 0.0018   time 27.52
Epoch 1284:  train loss 0.0220   train acc 0.9957   worst 0.9139   lr 0.0010   p 552.28   eps 0.9737   mix 0.0018   time 27.00
Epoch 1285:  train loss 0.0221   train acc 0.9956   worst 0.9147   lr 0.0010   p 554.26   eps 0.9737   mix 0.0018   time 27.05
Epoch 1286:  train loss 0.0216   train acc 0.9958   worst 0.9153   lr 0.0010   p 556.24   eps 0.9737   mix 0.0017   time 27.15
Epoch 1287:  train loss 0.0217   train acc 0.9957   worst 0.9142   lr 0.0010   p 558.24   eps 0.9737   mix 0.0017   time 27.22
Epoch 1288:  train loss 0.0219   train acc 0.9957   worst 0.9150   lr 0.0010   p 560.24   eps 0.9737   mix 0.0017   time 27.21
Epoch 1289:  train loss 0.0218   train acc 0.9957   worst 0.9136   lr 0.0010   p 562.24   eps 0.9737   mix 0.0017   time 27.07
Epoch 1290:  train loss 0.0217   train acc 0.9959   worst 0.9139   lr 0.0010   p 564.26   eps 0.9737   mix 0.0017   time 27.16
Epoch 1291:  train loss 0.0219   train acc 0.9954   worst 0.9157   lr 0.0009   p 566.28   eps 0.9737   mix 0.0017   time 27.13
Epoch 1292:  train loss 0.0218   train acc 0.9957   worst 0.9138   lr 0.0009   p 568.31   eps 0.9737   mix 0.0017   time 27.18
Epoch 1293:  train loss 0.0220   train acc 0.9960   worst 0.9137   lr 0.0009   p 570.34   eps 0.9737   mix 0.0017   time 27.14
Epoch 1294:  train loss 0.0221   train acc 0.9956   worst 0.9145   lr 0.0009   p 572.39   eps 0.9737   mix 0.0017   time 26.85
Epoch 1295:  train loss 0.0216   train acc 0.9959   worst 0.9140   lr 0.0009   p 574.44   eps 0.9737   mix 0.0017   time 27.20
Epoch 1296:  train loss 0.0219   train acc 0.9956   worst 0.9146   lr 0.0009   p 576.50   eps 0.9737   mix 0.0017   time 27.63
Epoch 1297:  train loss 0.0221   train acc 0.9956   worst 0.9134   lr 0.0009   p 578.56   eps 0.9737   mix 0.0017   time 26.99
Epoch 1298:  train loss 0.0216   train acc 0.9956   worst 0.9155   lr 0.0009   p 580.64   eps 0.9737   mix 0.0017   time 27.33
Epoch 1299:  train loss 0.0221   train acc 0.9957   worst 0.9127   lr 0.0009   p 582.72   eps 0.9737   mix 0.0017   time 27.27
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 1299:  clean acc 0.9968   certified acc 0.9942   time 99.02
Calculating metrics for SortNet on test set
Epoch 1299:  clean acc 0.9899   certified acc 0.9804   time 14.75
Epoch 1300:  train loss 0.0222   train acc 0.9959   worst 0.9131   lr 0.0009   p 584.80   eps 0.9737   mix 0.0017   time 27.04
Epoch 1301:  train loss 0.0220   train acc 0.9954   worst 0.9149   lr 0.0009   p 586.90   eps 0.9737   mix 0.0017   time 27.20
Epoch 1302:  train loss 0.0217   train acc 0.9956   worst 0.9143   lr 0.0008   p 589.00   eps 0.9737   mix 0.0017   time 27.30
Epoch 1303:  train loss 0.0213   train acc 0.9962   worst 0.9150   lr 0.0008   p 591.11   eps 0.9737   mix 0.0017   time 27.09
Epoch 1304:  train loss 0.0218   train acc 0.9960   worst 0.9132   lr 0.0008   p 593.23   eps 0.9737   mix 0.0016   time 27.42
Epoch 1305:  train loss 0.0212   train acc 0.9958   worst 0.9165   lr 0.0008   p 595.36   eps 0.9737   mix 0.0016   time 27.10
Epoch 1306:  train loss 0.0214   train acc 0.9960   worst 0.9157   lr 0.0008   p 597.49   eps 0.9737   mix 0.0016   time 27.13
Epoch 1307:  train loss 0.0212   train acc 0.9960   worst 0.9161   lr 0.0008   p 599.63   eps 0.9737   mix 0.0016   time 27.26
Epoch 1308:  train loss 0.0218   train acc 0.9959   worst 0.9162   lr 0.0008   p 601.78   eps 0.9737   mix 0.0016   time 27.46
Epoch 1309:  train loss 0.0212   train acc 0.9958   worst 0.9147   lr 0.0008   p 603.93   eps 0.9737   mix 0.0016   time 27.34
Epoch 1310:  train loss 0.0217   train acc 0.9957   worst 0.9140   lr 0.0008   p 606.10   eps 0.9737   mix 0.0016   time 27.36
Epoch 1311:  train loss 0.0217   train acc 0.9958   worst 0.9137   lr 0.0008   p 608.27   eps 0.9737   mix 0.0016   time 27.29
Epoch 1312:  train loss 0.0217   train acc 0.9960   worst 0.9140   lr 0.0008   p 610.45   eps 0.9737   mix 0.0016   time 27.47
Epoch 1313:  train loss 0.0222   train acc 0.9956   worst 0.9137   lr 0.0008   p 612.64   eps 0.9737   mix 0.0016   time 27.75
Epoch 1314:  train loss 0.0216   train acc 0.9959   worst 0.9149   lr 0.0007   p 614.83   eps 0.9737   mix 0.0016   time 29.44
Epoch 1315:  train loss 0.0217   train acc 0.9957   worst 0.9135   lr 0.0007   p 617.03   eps 0.9737   mix 0.0016   time 29.61
Epoch 1316:  train loss 0.0218   train acc 0.9954   worst 0.9150   lr 0.0007   p 619.24   eps 0.9737   mix 0.0016   time 29.56
Epoch 1317:  train loss 0.0217   train acc 0.9961   worst 0.9142   lr 0.0007   p 621.46   eps 0.9737   mix 0.0016   time 29.17
Epoch 1318:  train loss 0.0219   train acc 0.9956   worst 0.9157   lr 0.0007   p 623.69   eps 0.9737   mix 0.0016   time 27.47
Epoch 1319:  train loss 0.0218   train acc 0.9955   worst 0.9160   lr 0.0007   p 625.92   eps 0.9737   mix 0.0016   time 27.17
